House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
57,Aprildraw Avenue,Maurice,Taylor,7,Son,NA,Male,Student,None,None
57,Aprildraw Avenue,Joanna,Taylor,7,Daughter,NA,Female,Student,None,None
57,Aprildraw Avenue,Irene,Taylor,3,Daughter,NA,Female,Child,None,None
58,Aprildraw Avenue,Natasha,Wright,19,Head,Single,Female,University Student,None,Christian
59,Aprildraw Avenue,Rhys,Bryant,101,Head,Single,Male,"Retired Production assistant, television",None,None
1,Beechpush Lane,Julie,Lees,61,Head,Married,Female,Unemployed,None,None
1,Beechpush Lane,Brett,Lees,60,Husband,Married,Male,Adult guidance worker,None,None
1,Beechpush Lane,Tina,Lees,22,Daughter,Single,Female,University Student,None,None
1,Beechpush Lane,Ben,Lees,17,Son,Unknown,Male,Student,None,None
1,Beechpush Lane,Hannah,Lees,16,Daughter,Unknown,Female,Student,None,None
2,Beechpush Lane,Janet,Dunn,57,Head,Single,Female,Textile designer,None,Catholic
2,Beechpush Lane,Conor,Vaughan,60,Partner,Single,Male,Insurance account manager,None,Catholic
3,Beechpush Lane,Geraldine,Ball,30,Head,Married,Female,"Surveyor, rural practice",None,Christian
3,Beechpush Lane,Anthony,Ball,32,Husband,Married,Male,Education administrator,None,None
4,Beechpush Lane,Bradley,Preston,63,Head,Married,Male,"Scientist, research (physical sciences)",None,Catholic
4,Beechpush Lane,Marion,Preston,62,Wife,Married,Female,"Accountant, chartered",None,Catholic
5,Beechpush Lane,Dawn,Hayes,46,Head,Single,Female,Estate manager/land agent,None,None
5,Beechpush Lane,Hugh,Davies,48,Partner,Single,Male,Warehouse manager,None,None
6,Beechpush Lane,Rachael,Cole,52,Head,Single,Female,Unemployed,None,Catholic
6,Beechpush Lane,Cheryl,Cole,17,Daughter,Unknown,Female,Student,None,None
7,Beechpush Lane,Georgia,Johnson,33,Head,Single,Female,Statistician,None,None
7,Beechpush Lane,Carl,Griffiths,35,Partner,Single,Male,"Lecturer, higher education",None,None
7,Beechpush Lane,Malcolm,Johnson,12,Son,NA,Male,Student,None,None
8,Beechpush Lane,Eleanor,Day,39,Head,Married,Female,Fisheries officer,None,None
8,Beechpush Lane,Jamie,Day,38,Husband,Married,Male,Local government officer,None,None
9,Beechpush Lane,Mohamed,Morris,20,Head,Divorced,Male,University Student,None,Christian
10,Beechpush Lane,Joe,Smith,18,Head,Single,Male,Student,None,None
10,Beechpush Lane,Charlene,Barker,52,None,Single,Female,"Surveyor, building control",None,Christian
10,Beechpush Lane,Louise,Price,54,None,Single,Female,Rural practice surveyor,None,Methodist
11,Beechpush Lane,Martyn,Barnes,36,Head,Single,Male,Therapeutic radiographer,None,Christian
11,Beechpush Lane,Robert,May,44,None,Single,Male,"Engineer, communications",None,None
12,Beechpush Lane,Bethany,Bailey,24,Head,Married,Female,"Restaurant manager, fast food",None,Muslim
12,Beechpush Lane,Lawrence,Bailey,29,Husband,Married,Male,Armed forces operational officer,None,Muslim
12,Beechpush Lane,Gerard,Bailey,8,Son,NA,Male,Student,None,None
12,Beechpush Lane,John,Bailey,8,Son,NA,Male,Student,None,None
13,Beechpush Lane,Garry,Wilson,56,Head,Single,Male,Printmaker,None,None
13,Beechpush Lane,Dylan,Wilson,21,Son,Divorced,Male,University Student,Disabled,None
14,Beechpush Lane,Wendy,Coles,39,Head,Married,Female,"Journalist, newspaper",None,None
14,Beechpush Lane,Malcolm,Coles,43,Husband,Married,Male,"Surveyor, insurance",None,None
14,Beechpush Lane,Georgina,Coles,7,Daughter,NA,Female,Student,None,None
14,Beechpush Lane,Callum,Coles,5,Son,NA,Male,Student,None,None
15,Beechpush Lane,Lynn,Dean,53,Head,Married,Female,Automotive engineer,None,Christian
15,Beechpush Lane,Martyn,Dean,57,Husband,Married,Male,Social worker,None,Christian
15,Beechpush Lane,Damian,Dean,16,Son,Unknown,Male,Student,None,None
16,Beechpush Lane,Stephen,Wheeler,56,Head,Married,Male,Air traffic controller,None,Christian
16,Beechpush Lane,Jenna,Wheeler,55,Wife,Married,Female,Biomedical scientist,None,Christian
16,Beechpush Lane,Dominic,Wheeler,41,Son,Divorced,Male,Ranger/warden,None,None
16,Beechpush Lane,Gillian,Wheeler,38,Daughter,Divorced,Female,Environmental health practitioner,None,None
16,Beechpush Lane,Beth,Wheeler,34,Daughter,Single,Female,"Development worker, community",None,None
17,Beechpush Lane,Melanie,Taylor,52,Head,Single,Female,Tax adviser,None,Christian
17,Beechpush Lane,Callum,Martin,26,None,Single,Male,"Accountant, chartered",None,Buddist
17,Beechpush Lane,Thomas,Preston,42,None,Single,Male,Financial adviser,None,None
17,Beechpush Lane,Elizabeth,Watson,41,None,Single,Female,IT consultant,None,None
1,Pillar Avenue,Liam,Wade,18,Head,Married,Male,Student,None,None
1,Pillar Avenue,Heather,Wade,19,Wife,Married,Female,University Student,None,None
2,Pillar Avenue,Andrew,Parry,47,Head,Married,Male,Biomedical scientist,None,None
2,Pillar Avenue,Wendy,Robinson,44,Wife,Married,Female,"Geneticist, molecular",None,None
3,Pillar Avenue,Danny,Jones,40,Head,Single,Male,Unemployed,None,Christian
3,Pillar Avenue,Hugh,Jones,15,Son,NA,Male,Student,None,None
4,Pillar Avenue,Amy,Hilton,21,Head,Single,Female,University Student,None,None
4,Pillar Avenue,Jay,Thompson,47,None,Single,Male,Press photographer,None,None
5,Pillar Avenue,Danny,Khan,48,Head,Divorced,Male,"Surveyor, building control",None,None
6,Pillar Avenue,Jay,Baker,64,Head,Married,Male,Advertising art director,None,Christian
6,Pillar Avenue,Maureen,Baker,62,Wife,Married,Female,Applications developer,None,Christian
7,Pillar Avenue,Douglas,Ward,34,Head,Single,Male,"Investment banker, corporate",None,Catholic
8,Pillar Avenue,Rosie,Wells,39,Head,Single,Female,Retail merchandiser,None,None
8,Pillar Avenue,Oliver,Williams,47,Partner,Single,Male,Film/video editor,None,None
8,Pillar Avenue,Brenda,Wells,13,Daughter,NA,Female,Student,None,None
9,Pillar Avenue,Kirsty,Jones,19,Head,Married,Female,University Student,None,Christian
9,Pillar Avenue,Brandon,Jones,19,Husband,Married,Male,University Student,None,None
10,Pillar Avenue,Leigh,Shah,22,Head,Married,Male,Unemployed,None,None
10,Pillar Avenue,Carolyn,Shah,25,Wife,Married,Female,Physiological scientist,None,None
11,Pillar Avenue,William,Mitchell,45,Head,Married,Male,Economist,None,None
11,Pillar Avenue,Mandy,Mitchell,45,Wife,Married,Female,Unemployed,None,None
12,Pillar Avenue,Jenna,Parkinson,38,Head,Single,Female,Bonds trader,None,None
13,Pillar Avenue,Sally,Gray,27,Head,Divorced,Female,Unemployed,None,None
13,Pillar Avenue,Jasmine,Gray,4,Daughter,NA,Female,Child,None,None
14,Pillar Avenue,Ruth,Hill,35,Head,Married,Female,Oncologist,None,Catholic
14,Pillar Avenue,Ronald,Hill,40,Husband,Married,Male,Commercial art gallery manager,None,None
14,Pillar Avenue,Joshua,Hill,3,Son,NA,Male,Child,None,None
14,Pillar Avenue,Rhys,Hill,0,Son,NA,Male,Child,None,None
14,Pillar Avenue,Elizabeth,Patel,44,Lodger,Divorced,Female,"Research officer, government",None,None
15,Pillar Avenue,Jenna,Cunningham,36,Head,Married,Female,Oncologist,None,Methodist
15,Pillar Avenue,Joseph,Cunningham,39,Husband,Married,Male,Chief Operating Officer,None,Methodist
15,Pillar Avenue,Ricky,Cunningham,10,Son,NA,Male,Student,None,None
15,Pillar Avenue,Leah,Cunningham,6,Daughter,NA,Female,Student,None,None
16,Pillar Avenue,Vincent,Bennett,40,Head,Single,Male,Dance movement psychotherapist,None,Catholic
17,Pillar Avenue,Callum,Coleman,70,Head,Married,Male,"Retired Restaurant manager, fast food",None,Christian
17,Pillar Avenue,Marie,Coleman,68,Wife,Married,Female,"Retired Physicist, medical",None,Christian
18,Pillar Avenue,Abbie,Pope,44,Head,Divorced,Female,Naval architect,None,None
18,Pillar Avenue,Frances,Pope,7,Daughter,NA,Female,Student,None,None
18,Pillar Avenue,James,Pope,6,Son,NA,Male,Student,None,None
18,Pillar Avenue,Sharon,Pope,3,Daughter,NA,Female,Child,None,None
19,Pillar Avenue,Beth,Lewis,31,Head,Married,Female,Jewellery designer,None,None
19,Pillar Avenue,Nigel,Lewis,29,Husband,Married,Male,Energy engineer,None,None
20,Pillar Avenue,Georgina,Stephenson,48,Head,Single,Female,Cabin crew,None,Catholic
20,Pillar Avenue,Georgina,Stephenson,17,Daughter,Unknown,Female,Student,None,None
21,Pillar Avenue,Joel,Rose,46,Head,Single,Male,Unemployed,None,Catholic
21,Pillar Avenue,Deborah,Rose,3,Daughter,NA,Female,Child,None,None
21,Pillar Avenue,Mohamed,Rose,3,Son,NA,Male,Child,None,None
22,Pillar Avenue,Linda,Wright,24,Head,Married,Female,Podiatrist,None,None
22,Pillar Avenue,Andrew,Wright,26,Husband,Married,Male,Animator,None,None
22,Pillar Avenue,Bethany,Wright,0,Daughter,NA,Female,Child,None,None
22,Pillar Avenue,Hilary,Dunn,50,Lodger,Divorced,Female,Make,None,None
23,Pillar Avenue,Kyle,Thompson,19,Head,Single,Male,University Student,None,None
23,Pillar Avenue,Stewart,Thomson,27,None,Single,Male,PhD Student,None,Catholic
23,Pillar Avenue,Leonard,Thomas,18,None,Single,Male,University Student,None,Catholic
24,Pillar Avenue,Beth,Elliott,45,Head,Married,Female,Unemployed,None,None
24,Pillar Avenue,Jay,Elliott,47,Husband,Married,Male,Prison officer,None,None
24,Pillar Avenue,Gordon,Elliott,21,Son,Single,Male,University Student,None,None
24,Pillar Avenue,Paul,Elliott,17,Son,Unknown,Male,Student,None,None
25,Pillar Avenue,Roy,Palmer,48,Head,Single,Male,Mental health nurse,None,Christian
25,Pillar Avenue,Rebecca,Thornton,50,Partner,Single,Female,Catering manager,None,Christian
26,Pillar Avenue,Clare,Evans,29,Head,Married,Female,Youth worker,None,None
26,Pillar Avenue,Francis,Evans,32,Husband,Married,Male,"Therapist, art",None,None
26,Pillar Avenue,Robin,Evans,12,Son,NA,Male,Student,None,None
27,Pillar Avenue,Chelsea,Sharpe,22,Head,Single,Female,University Student,None,None
28,Pillar Avenue,Fiona,Perry,37,Head,Divorced,Female,Economist,None,None
28,Pillar Avenue,Billy,Perry,15,Son,NA,Male,Student,None,None
28,Pillar Avenue,Alex,Perry,14,Son,NA,Male,Student,None,None
28,Pillar Avenue,Alan,Perry,14,Son,NA,Male,Student,None,None
28,Pillar Avenue,Hannah,Perry,14,Daughter,NA,Female,Student,None,None
28,Pillar Avenue,Joseph,Perry,11,Son,NA,Male,Student,None,None
29,Pillar Avenue,Kerry,Cooper,64,Head,Married,Female,Psychiatric nurse,None,Christian
29,Pillar Avenue,Gregory,Cooper,62,Husband,Married,Male,Chiropodist,None,Christian
29,Pillar Avenue,Daniel,Kent,18,Grandson,Widowed,Male,Student,None,Christian
29,Pillar Avenue,Russell,Kent,17,Grandson,Unknown,Male,Student,None,None
30,Pillar Avenue,James,Gill,32,Head,Divorced,Male,Paediatric nurse,None,None
30,Pillar Avenue,Eileen,Gill,7,Niece,NA,Female,Student,None,None
30,Pillar Avenue,Geoffrey,Anderson,3,Nephew,NA,Male,Child,None,None
31,Pillar Avenue,Lee,Steele,43,Head,Married,Male,Customer service manager,None,Christian
31,Pillar Avenue,Frances,Steele,42,Wife,Married,Female,Cytogeneticist,None,Christian
32,Pillar Avenue,Sara,Smith,40,Head,Married,Female,Lexicographer,None,Jewish
32,Pillar Avenue,Mark,Smith,44,Husband,Married,Male,Civil Service fast streamer,None,None
33,Pillar Avenue,Nigel,Doherty,55,Head,Single,Male,Technical brewer,None,Christian
34,Pillar Avenue,Mandy,Short,83,Head,Divorced,Female,"Retired Therapist, speech and language",Physical Disability,Catholic
1,Springban Street,Graham,Webb,58,Head,Single,Male,Fish farm manager,None,Catholic
2,Springban Street,Tracy,Blackburn,50,Head,Married,Female,Counsellor,None,Methodist
2,Springban Street,Nigel,Blackburn,52,Husband,Married,Male,"Buyer, retail",None,Methodist
2,Springban Street,Derek,Blackburn,17,Son,Unknown,Male,Student,None,None
3,Springban Street,Hollie,Lee,76,Head,Divorced,Female,Retired Armed forces logistics/support/administrative officer,None,Christian
4,Springban Street,Ann,Harrison,80,Head,Widowed,Female,Retired Toxicologist,None,None
5,Springban Street,Graeme,Holden,82,Head,Married,Male,"Retired Designer, exhibition/display",None,None
5,Springban Street,Teresa,Holden,78,Wife,Married,Female,"Retired Restaurant manager, fast food",None,None
6,Springban Street,Billy,Blake,56,Head,Divorced,Male,Fitness centre manager,None,Catholic
7,Springban Street,Shane,Kelly,24,Head,Single,Male,Professor Emeritus,None,Catholic
7,Springban Street,Brandon,Jackson,31,None,Single,Male,"Producer, radio",None,Catholic
8,Springban Street,Donald,Farrell,67,Head,Married,Male,Private music teacher,None,Catholic
8,Springban Street,Valerie,Farrell,65,Wife,Married,Female,"Engineer, energy",None,Catholic
9,Springban Street,Steven,Gould,44,Head,Married,Male,Petroleum engineer,None,Catholic
9,Springban Street,Shannon,Gould,42,Wife,Married,Female,Unemployed,None,Catholic
10,Springban Street,Geraldine,Cooper,26,Head,Single,Female,Unemployed,None,None
11,Springban Street,Stephen,Jordan,28,Head,Single,Male,Physiological scientist,None,None
12,Springban Street,Danielle,Smith,70,Head,Widowed,Female,Retired Equality and diversity officer,None,None
13,Springban Street,Marc,Khan,67,Head,Divorced,Male,"Restaurant manager, fast food",None,None
14,Springban Street,Keith,Nash,35,Head,Widowed,Male,"Teacher, adult education",None,Catholic
15,Springban Street,Tom,Oliver,67,Head,Widowed,Male,"Research officer, government",None,None
16,Springban Street,Bradley,Thomas,67,Head,Divorced,Male,"Pilot, airline",None,Christian
17,Springban Street,Marion,Adams,64,Head,Divorced,Female,"Therapist, music",None,Christian
17,Springban Street,Joanna,Adams,33,Daughter,Single,Female,Chief Financial Officer,None,Christian
18,Springban Street,Janet,Hall,81,Head,Divorced,Female,Retired Chief Operating Officer,None,None
19,Springban Street,Joel,Lewis,22,Head,Single,Male,University Student,None,Catholic
20,Springban Street,Gordon,Thompson,78,Head,Married,Male,"Retired Solicitor, Scotland",None,None
20,Springban Street,Ann,Thompson,76,Wife,Married,Female,"Retired Psychologist, prison and probation services",None,Christian
21,Springban Street,Kayleigh,Hughes,50,Head,Single,Female,Planning and development surveyor,None,Catholic
21,Springban Street,Leon,Clarke,52,Partner,Single,Male,Garment/textile technologist,None,Catholic
21,Springban Street,Gerald,Rees,15,Son,NA,Male,Student,None,None
22,Springban Street,Natalie,Dale,56,Head,Single,Female,"Optician, dispensing",None,Methodist
23,Springban Street,Rachael,Edwards,67,Head,Widowed,Female,IT technical support officer,None,None
23,Springban Street,Diane,Chambers,15,Granddaughter,NA,Female,Student,None,None
24,Springban Street,Roy,Hill,29,Head,Single,Male,Geoscientist,None,None
1,Donnelly Cliffs,Beverley,Ali,52,Head,Married,Female,International aid/development worker,None,Methodist
1,Donnelly Cliffs,Guy,Ali,56,Husband,Married,Male,Landscape architect,None,Methodist
1,Donnelly Cliffs,Kate,Ali,20,Daughter,Single,Female,University Student,None,None
2,Donnelly Cliffs,Julie,Moore,53,Head,Single,Female,"Engineer, communications",None,None
3,Donnelly Cliffs,Gavin,Robinson,18,Head,Single,Male,Student,None,None
3,Donnelly Cliffs,Heather,Nelson,60,None,Divorced,Female,Insurance risk surveyor,None,Christian
3,Donnelly Cliffs,Mandy,Harris,29,None,Single,Female,"Research officer, government",None,Catholic
3,Donnelly Cliffs,Howard,Carter,32,None,Single,Male,Counsellor,None,Catholic
3,Donnelly Cliffs,Leanne,Carter,21,None,Single,Female,University Student,None,None
4,Donnelly Cliffs,Iain,Hill,27,Head,Married,Male,Further education lecturer,None,Sikh
4,Donnelly Cliffs,Jane,Hill,21,Wife,Married,Female,University Student,None,Sikh
5,Donnelly Cliffs,Jill,Barrett,38,Head,Single,Female,Event organiser,None,None
5,Donnelly Cliffs,Craig,Gallagher,40,Partner,Single,Male,Market researcher,None,None
5,Donnelly Cliffs,Kelly,Barrett,7,Daughter,NA,Female,Student,None,None
5,Donnelly Cliffs,Arthur,Barrett,4,Son,NA,Male,Child,None,None
6,Donnelly Cliffs,Carolyn,Bradley,46,Head,Married,Female,Mudlogger,None,None
6,Donnelly Cliffs,Kyle,Bradley,49,Husband,Married,Male,Contracting civil engineer,None,None
6,Donnelly Cliffs,Katy,Bradley,10,Daughter,NA,Female,Student,None,None
7,Donnelly Cliffs,Ann,Morgan,61,Head,Single,Female,Accounting technician,None,Catholic
8,Donnelly Cliffs,Lewis,Sutton,59,Head,Married,Male,Garment/textile technologist,None,Christian
8,Donnelly Cliffs,Danielle,Sutton,60,Wife,Married,Female,IT trainer,None,Christian
9,Donnelly Cliffs,Anne,Fisher,84,Head,Widowed,Female,Retired Social researcher,None,None
10,Donnelly Cliffs,Anne,Davies,73,Head,Married,Female,Retired Oceanographer,None,Christian
10,Donnelly Cliffs,Luke,Davies,78,Husband,Married,Male,Retired Passenger transport manager,None,Christian
11,Donnelly Cliffs,Hayley,Burns,35,Head,Married,Female,Educational psychologist,None,Catholic
11,Donnelly Cliffs,Leslie,Burns,37,Husband,Married,Male,Audiological scientist,None,None
12,Donnelly Cliffs,Pamela,Nelson,91,Head,Widowed,Female,Retired Geographical information systems officer,None,Christian
13,Donnelly Cliffs,Stephen,Goddard,35,Head,Single,Male,"Programmer, applications",None,Christian
14,Donnelly Cliffs,Joe,Taylor,42,Head,Single,Male,Health visitor,None,None
14,Donnelly Cliffs,Phillip,Matthews,22,None,Single,Male,Research scientist (life sciences),None,Christian
14,Donnelly Cliffs,Judith,Taylor,29,None,Single,Female,"Administrator, education",None,Methodist
15,Donnelly Cliffs,Fiona,Riley,43,Head,Single,Female,"Administrator, arts",None,Christian
15,Donnelly Cliffs,Geoffrey,Thomas,41,Partner,Single,Male,Careers adviser,None,Christian
16,Donnelly Cliffs,Elliot,Mellor,68,Head,Widowed,Male,"Retired Scientist, research (life sciences)",None,Methodist
16,Donnelly Cliffs,Justin,Bentley,11,Grandson,NA,Male,Student,None,None
17,Donnelly Cliffs,Danielle,Simpson,84,Head,Married,Female,Retired Photographer,None,Christian
17,Donnelly Cliffs,Brian,Simpson,86,Husband,Married,Male,Retired Local government officer,None,None
18,Donnelly Cliffs,Kimberley,Smith,24,Head,Married,Female,Unemployed,None,None
18,Donnelly Cliffs,Kieran,Smith,27,Husband,Married,Male,"Pharmacist, community",None,None
19,Donnelly Cliffs,Carl,Harrison,36,Head,Married,Male,Naval architect,None,Catholic
19,Donnelly Cliffs,Beverley,Harrison,35,Wife,Married,Female,Exercise physiologist,None,None
20,Donnelly Cliffs,Gail,Carroll,56,Head,Divorced,Female,Politician's assistant,None,Methodist
20,Donnelly Cliffs,Kieran,Carroll,25,Son,Widowed,Male,"Conservator, museum/gallery",None,Methodist
